rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,time/iterations,time/fps,train/clip_range,train/approx_kl,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/n_updates,train/loss,train/value_loss
38.18,332,21.162999999999997,284672,139,856,0.2,0.009354455,0.09169921875,-0.007997353402606678,0.5678492784500122,0.0003,-0.5910437285900116,1380,6.369963645935059,15.021096262335778
39.75,334,20.932,286720,140,856,0.2,0.006242711,0.073291015625,-0.008092559858050663,0.6459534168243408,0.0003,-0.5116759513504803,1390,7.605561256408691,15.166928160190583
44.92,337,18.457,288768,141,856,0.2,0.0048601283,0.0615234375,-0.00716428645682754,0.6618295907974243,0.0003,-0.5788465703837573,1400,5.426708221435547,16.13811458647251
43.88,339,18.656000000000002,290816,142,856,0.2,0.0054039434,0.070751953125,-0.00524833876406774,0.713938295841217,0.0003,-0.6507805626839399,1410,6.129298210144043,21.689279839396477
39.6,342,20.482999999999997,292864,143,855,0.2,0.004343296,0.039794921875,-0.006107188794703689,0.5987544059753418,0.0003,-0.5181593545712531,1420,12.984649658203125,24.089200946688653
39.29,344,20.682,294912,144,855,0.2,0.0036982636,0.05595703125,-0.00628391907812329,0.6458368301391602,0.0003,-0.5479009329341352,1430,9.2394380569458,21.46031012535095
35.04,347,22.862000000000002,296960,145,855,0.2,0.0039973827,0.05087890625,-0.0047770365112228316,0.5306501388549805,0.0003,-0.4938795456662774,1440,8.082094192504883,19.120104724168776
33.95,349,23.394000000000002,299008,146,855,0.2,0.0045336504,0.061083984375,-0.007714049438072834,0.6453850865364075,0.0003,-0.4403045392595232,1450,7.010586738586426,12.85432780534029
36.61,352,21.872999999999994,301056,147,854,0.2,0.005554774,0.065869140625,-0.0068359533121110875,0.7056482434272766,0.0003,-0.4433289452455938,1460,4.458043575286865,10.210346856713295
39.25,354,20.535999999999998,303104,148,854,0.2,0.0065780757,0.069384765625,-0.007634450249315705,0.7287386655807495,0.0003,-0.538795127812773,1470,7.960689544677734,15.412161692976952
37.67,357,21.665000000000006,305152,149,854,0.2,0.0047692647,0.05380859375,-0.005888106859492837,0.6890014410018921,0.0003,-0.4951177891343832,1480,8.213305473327637,16.581299668550493
40.77,359,20.14,307200,150,854,0.2,0.0052431207,0.063525390625,-0.004742285082465969,0.7232712507247925,0.0003,-0.492964182049036,1490,9.125615119934082,17.044494232535364
43.9,362,18.250999999999998,309248,151,853,0.2,0.0073642135,0.0810546875,-0.007863185260794126,0.6363480091094971,0.0003,-0.5670024098828435,1500,10.11236572265625,21.85665733516216
41.69,364,19.354,311296,152,853,0.2,0.009729223,0.067822265625,-0.008244794126221677,0.6434781551361084,0.0003,-0.5561172351241112,1510,12.2778959274292,21.861954376101494
41.97,367,19.355,313344,153,853,0.2,0.007328025,0.068994140625,-0.008891563744691666,0.6078836917877197,0.0003,-0.49946684036403893,1520,11.790184020996094,23.2141354650259
41.63,369,19.444,315392,154,853,0.2,0.0055361427,0.0626953125,-0.006341249497199897,0.6442143321037292,0.0003,-0.5384410855360329,1530,9.835366249084473,24.130153492093086
